name	Library	Distal	Min_35	Min_10	Prox.Core	Condition	Expression	Sym
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacO1	Induced	9.46183089938918	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacO3	Induced	0.890228967949889	No
DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacOsym	Induced	0.826281889744882	Yes
DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacO1	Induced	13.2015783085237	No
DISTAL-lacOscram-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacOscram	Induced	4.28019041779439	No
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacO3	Induced	31.2764790321253	No
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacO1	Induced	127.594662921597	No
DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacOsym	Induced	5.74885096376528	Yes
DISTAL-lacOscram-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacOsym	Induced	6.89397969437149	Yes
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacO2	Induced	3.29634518280997	No
DISTAL-lacO1-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacO1	minus35_31A_32C	minus10cons	lacOsym	Induced	11.2775741046887	Yes
DISTAL-lacOscram-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacO2	Induced	23.4664113277086	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacO2	Induced	5.04363658826253	No
DISTAL-lacOsym-29-minus35_31A_32C-lacO3_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacO3	Induced	4.77626716906679	No
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacO1	Induced	34.0389813754939	No
DISTAL-lacO2-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacO2	Induced	2.04753815401759	No
DISTAL-lacOsym-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacO1	Induced	14.1670128411125	No
DISTAL-lacO2-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacO2	minus35_30C_33T	minus10cons	lacO1	Induced	1.11098903421967	No
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacO1	Induced	1.09633826731642	No
DISTAL-lacO1-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacOsym	Induced	10.1597020075645	Yes
DISTAL-lacO2-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacO2	minus35_33T	minus10cons	lacO3	Induced	1.1989401954767	No
DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacOsym	minus35cons	minus10_7A	lacO1	Induced	1.33947380854688	No
DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacOsym	Induced	15.5306093051256	Yes
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacOscram	Induced	21.4181034310397	No
DISTAL-lacOsym-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacOsym	Induced	7.90509298998569	Yes
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacO1	Induced	9.91689925644893	No
DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacOsym	Induced	63.7968829239057	Yes
DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacOsym	minus35cons	minus10_7A	lacO2	Induced	4.04460919155852	No
DISTAL-lacO3-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacO1	Induced	3.14987915364789	No
DISTAL-lacOscram-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacO1	Induced	14.6957219360376	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacO3	Induced	2.83855430110019	No
DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacO2	Induced	5.03231399603349	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacO3	Induced	2.38795261811819	No
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacO3	Induced	2.3122746120508	No
DISTAL-lacOsym-29-minus35_30C_33T-lacO3_core-minus10cons	DISTAL	lacOsym	minus35_30C_33T	minus10cons	lacO3	Induced	0.347550020969695	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacO3	Induced	1.21881335795055	No
DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacO1	Induced	35.5302807826134	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacO3	Induced	1.46688034511637	No
DISTAL-lacO2-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacO2	minus35_33T	minus10cons	lacO1	Induced	7.53213204703076	No
DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacO1	Induced	16.2676702320295	No
DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacOsym	Induced	50.1726606931576	Yes
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacO1	Induced	1.75714061039627	No
DISTAL-lacO3-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacOscram	Induced	30.5268877854761	No
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacO1	Induced	2.38228951942001	No
DISTAL-lacOscram-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacOscram	Induced	27.6659029766865	No
DISTAL-lacO3-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacO2	Induced	24.1701968623292	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacO3	Induced	50.7900136699096	No
DISTAL-lacO1-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacO1	minus35_31A_32C	minus10cons	lacO2	Induced	5.79416723010779	No
DISTAL-lacO3-29-minus35_30C_33T-lacO3_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacO3	Induced	0.78575847275062	No
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacOscram	Induced	13.1922819547021	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacO2	Induced	1.24784240303153	No
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacO3	Induced	1.02214447196412	No
DISTAL-lacO1-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacO1	Induced	5.15228110059178	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacOsym	Induced	1.55305319302959	Yes
DISTAL-lacOscram-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacO3	Induced	4.76955659454775	No
DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacOscram	Induced	28.0402775869333	No
DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacO3	Induced	1.78074427766317	No
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacOscram	Induced	19.8967627318094	No
DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacOsym	Induced	16.9163627449543	Yes
DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacO1	Induced	6.2471387813798	No
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacO1	Induced	2.87046381665577	No
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacOscram	minus35cons	minus10_7A	lacO2	Induced	2.83716940264478	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacOsym	Induced	3.36451674758788	Yes
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacO2	Induced	14.0548215408091	No
DISTAL-lacO1-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacO1	minus35_30C_33T	minus10cons	lacOscram	Induced	1.71543816168233	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacO3	Induced	22.5011519880049	No
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacO2	Induced	45.917113044048	No
DISTAL-lacOscram-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacO1	Induced	3.35653658437592	No
DISTAL-lacO3-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacOscram	Induced	9.33962808975994	No
DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacOsym	Induced	2.29802681256925	Yes
