"name" "Library" "Distal" "Min_35" "Min_10" "Prox.Core" "Condition" "Expression" "Sym"
"466" "DISTAL-lacO2-29-minus35cons-lacO2_core-minus10_7A" "DISTAL" "lacO2" "minus35cons" "minus10_7A" "lacO2" "Induced" 11.1680399454764 "No"
"467" "DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10cons" "DISTAL" "lacOscram" "minus35cons" "minus10cons" "lacO2" "Induced" 15.0159606287732 "No"
"468" "DISTAL-lacO2-29-minus35_30C_33T-lacOsym_core-minus10cons" "DISTAL" "lacO2" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 1.01161355432431 "Yes"
"469" "DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_12G" "DISTAL" "lacO1" "minus35cons" "minus10_12G" "lacO3" "Induced" 2.28634399961498 "No"
"470" "DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_12A" "DISTAL" "lacOsym" "minus35cons" "minus10_12A" "lacO1" "Induced" 1.69674508677885 "No"
"471" "DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10cons" "DISTAL" "lacOsym" "minus35cons" "minus10cons" "lacO2" "Induced" 28.4551234495784 "No"
"472" "DISTAL-lacO2-29-minus35_30C_33T-lacO2_core-minus10cons" "DISTAL" "lacO2" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 1.01212568490492 "No"
"473" "DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_7A" "DISTAL" "lacO3" "minus35cons" "minus10_7A" "lacO1" "Induced" 2.65366956144307 "No"
"474" "DISTAL-lacO1-29-minus35cons-lacOsym_core-minus10_12A" "DISTAL" "lacO1" "minus35cons" "minus10_12A" "lacOsym" "Induced" 1.05951202199255 "Yes"
"475" "DISTAL-lacO1-29-minus35_30C_33T-lacO1_core-minus10cons" "DISTAL" "lacO1" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.99622021787311 "No"
"476" "DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_12G" "DISTAL" "lacO1" "minus35cons" "minus10_12G" "lacO2" "Induced" 14.231120629963 "No"
"477" "DISTAL-lacO2-29-minus35_31A_32C-lacOscram_core-minus10cons" "DISTAL" "lacO2" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 22.9938293652341 "No"
"478" "DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_7A" "DISTAL" "lacO1" "minus35cons" "minus10_7A" "lacOscram" "Induced" 10.0072974814099 "No"
"479" "DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10cons" "DISTAL" "lacOscram" "minus35cons" "minus10cons" "lacOscram" "Induced" 25.6589643977063 "No"
"480" "DISTAL-lacO2-29-minus35_33T-lacOsym_core-minus10cons" "DISTAL" "lacO2" "minus35_33T" "minus10cons" "lacOsym" "Induced" 3.76310272655074 "Yes"
"481" "DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_12A" "DISTAL" "lacO3" "minus35cons" "minus10_12A" "lacOscram" "Induced" 8.75269200854571 "No"
"482" "DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10_12G" "DISTAL" "lacOsym" "minus35cons" "minus10_12G" "lacO3" "Induced" 1.22887022964422 "No"
"483" "DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_7A" "DISTAL" "lacO2" "minus35cons" "minus10_7A" "lacO3" "Induced" 2.86768952984808 "No"
"484" "DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10cons" "DISTAL" "lacOsym" "minus35cons" "minus10cons" "lacO1" "Induced" 28.8572990632071 "No"
"485" "DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10_7A" "DISTAL" "lacO3" "minus35cons" "minus10_7A" "lacOsym" "Induced" 1.41549918814137 "Yes"
"486" "DISTAL-lacO1-29-minus35_33T-lacO3_core-minus10cons" "DISTAL" "lacO1" "minus35_33T" "minus10cons" "lacO3" "Induced" 1.78396124550666 "No"
"487" "DISTAL-lacO3-29-minus35_31A_32C-lacOsym_core-minus10cons" "DISTAL" "lacO3" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 9.13841610477453 "Yes"
"488" "DISTAL-lacO2-29-minus35_31A_32C-lacO2_core-minus10cons" "DISTAL" "lacO2" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 21.6450109365401 "No"
"489" "DISTAL-lacO3-29-minus35_33T-lacO3_core-minus10cons" "DISTAL" "lacO3" "minus35_33T" "minus10cons" "lacO3" "Induced" 6.48314726209463 "No"
"490" "DISTAL-lacOsym-29-minus35_33T-lacOsym_core-minus10cons" "DISTAL" "lacOsym" "minus35_33T" "minus10cons" "lacOsym" "Induced" 2.06182701264474 "Yes"
"491" "DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10cons" "DISTAL" "lacO3" "minus35cons" "minus10cons" "lacOscram" "Induced" 12.0763825616913 "No"
"492" "DISTAL-lacO3-29-minus35_31A_32C-lacO1_core-minus10cons" "DISTAL" "lacO3" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 33.9798054039187 "No"
"493" "DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_7A" "DISTAL" "lacOsym" "minus35cons" "minus10_7A" "lacOsym" "Induced" 2.083035086261 "Yes"
"494" "DISTAL-lacO3-29-minus35_30C_33T-lacO2_core-minus10cons" "DISTAL" "lacO3" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 0.931386386457073 "No"
"495" "DISTAL-lacO2-29-minus35cons-lacO2_core-minus10cons" "DISTAL" "lacO2" "minus35cons" "minus10cons" "lacO2" "Induced" 62.6955220961732 "No"
"496" "DISTAL-lacOscram-29-minus35_30C_33T-lacO2_core-minus10cons" "DISTAL" "lacOscram" "minus35_30C_33T" "minus10cons" "lacO2" "Induced" 1.50681083210223 "No"
"497" "DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_12G" "DISTAL" "lacO2" "minus35cons" "minus10_12G" "lacOscram" "Induced" 53.905573460468 "No"
"498" "DISTAL-lacO3-29-minus35_30C_33T-lacOscram_core-minus10cons" "DISTAL" "lacO3" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 6.50165070350402 "No"
"499" "DISTAL-lacO3-29-minus35_30C_33T-lacO1_core-minus10cons" "DISTAL" "lacO3" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.6522273936968 "No"
"500" "DISTAL-lacOscram-29-minus35_33T-lacO2_core-minus10cons" "DISTAL" "lacOscram" "minus35_33T" "minus10cons" "lacO2" "Induced" 5.92251789447628 "No"
"501" "DISTAL-lacO1-29-minus35_33T-lacO2_core-minus10cons" "DISTAL" "lacO1" "minus35_33T" "minus10cons" "lacO2" "Induced" 11.405632464446 "No"
"502" "DISTAL-lacO1-29-minus35cons-lacO3_core-minus10cons" "DISTAL" "lacO1" "minus35cons" "minus10cons" "lacO3" "Induced" 15.5600141429555 "No"
"503" "DISTAL-lacO2-29-minus35_30C_33T-lacOscram_core-minus10cons" "DISTAL" "lacO2" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 5.79465061661748 "No"
"504" "DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_12A" "DISTAL" "lacO1" "minus35cons" "minus10_12A" "lacO2" "Induced" 0.777071257884126 "No"
"505" "DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10cons" "DISTAL" "lacO2" "minus35cons" "minus10cons" "lacOscram" "Induced" 17.1648375622501 "No"
"506" "DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10cons" "DISTAL" "lacOsym" "minus35cons" "minus10cons" "lacOsym" "Induced" 39.3892531698865 "Yes"
"507" "DISTAL-lacO1-29-minus35_33T-lacOsym_core-minus10cons" "DISTAL" "lacO1" "minus35_33T" "minus10cons" "lacOsym" "Induced" 7.57167311496335 "Yes"
"508" "DISTAL-lacO2-29-minus35_31A_32C-lacO1_core-minus10cons" "DISTAL" "lacO2" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 6.10803816408069 "No"
"509" "DISTAL-lacOsym-29-minus35_31A_32C-lacOscram_core-minus10cons" "DISTAL" "lacOsym" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 12.3073392653583 "No"
"510" "DISTAL-lacO3-29-minus35_30C_33T-lacOsym_core-minus10cons" "DISTAL" "lacO3" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 0.631329065450773 "Yes"
"511" "DISTAL-lacO2-29-minus35_31A_32C-lacOsym_core-minus10cons" "DISTAL" "lacO2" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 8.96318836706874 "Yes"
"512" "DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10cons" "DISTAL" "lacOsym" "minus35cons" "minus10cons" "lacO3" "Induced" 21.0176426378063 "No"
"513" "DISTAL-lacOscram-29-minus35_30C_33T-lacOscram_core-minus10cons" "DISTAL" "lacOscram" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 1.44417365042888 "No"
"514" "DISTAL-lacO1-29-minus35_33T-lacOscram_core-minus10cons" "DISTAL" "lacO1" "minus35_33T" "minus10cons" "lacOscram" "Induced" 5.5753534059311 "No"
"515" "DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_7A" "DISTAL" "lacO2" "minus35cons" "minus10_7A" "lacOscram" "Induced" 14.3745255342734 "No"
"516" "DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_7A" "DISTAL" "lacOscram" "minus35cons" "minus10_7A" "lacO3" "Induced" 3.38861610089804 "No"
"517" "DISTAL-lacOsym-29-minus35_30C_33T-lacOsym_core-minus10cons" "DISTAL" "lacOsym" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 0.535383060935513 "Yes"
"518" "DISTAL-lacOsym-29-minus35_30C_33T-lacO1_core-minus10cons" "DISTAL" "lacOsym" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.22098536151326 "No"
"519" "DISTAL-lacOsym-29-minus35_33T-lacO1_core-minus10cons" "DISTAL" "lacOsym" "minus35_33T" "minus10cons" "lacO1" "Induced" 5.53323076727395 "No"
"520" "DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_7A" "DISTAL" "lacO3" "minus35cons" "minus10_7A" "lacOscram" "Induced" 18.1193203947597 "No"
"521" "DISTAL-lacOscram-29-minus35_30C_33T-lacO3_core-minus10cons" "DISTAL" "lacOscram" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 1.00663209762127 "No"
"522" "DISTAL-lacOsym-29-minus35cons-lacOscram_core-minus10_12A" "DISTAL" "lacOsym" "minus35cons" "minus10_12A" "lacOscram" "Induced" 23.3874021077623 "No"
"523" "DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_12A" "DISTAL" "lacOscram" "minus35cons" "minus10_12A" "lacO2" "Induced" 2.16790581335173 "No"
"524" "DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10_12G" "DISTAL" "lacO2" "minus35cons" "minus10_12G" "lacOsym" "Induced" 7.66494460515358 "Yes"
"525" "DISTAL-lacO3-29-minus35_33T-lacOsym_core-minus10cons" "DISTAL" "lacO3" "minus35_33T" "minus10cons" "lacOsym" "Induced" 7.56916677110818 "Yes"
"526" "DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_12A" "DISTAL" "lacOscram" "minus35cons" "minus10_12A" "lacO3" "Induced" 0.626400898492682 "No"
"527" "DISTAL-lacOscram-29-minus35_30C_33T-lacOsym_core-minus10cons" "DISTAL" "lacOscram" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 1.14805211803973 "Yes"
"528" "DISTAL-lacOscram-29-minus35_30C_33T-lacO1_core-minus10cons" "DISTAL" "lacOscram" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.98942468768645 "No"
"529" "DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_12G" "DISTAL" "lacOscram" "minus35cons" "minus10_12G" "lacO3" "Induced" 2.33329667865672 "No"
"530" "DISTAL-lacO1-29-minus35_30C_33T-lacOsym_core-minus10cons" "DISTAL" "lacO1" "minus35_30C_33T" "minus10cons" "lacOsym" "Induced" 0.743189786501412 "Yes"
"531" "DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_12A" "DISTAL" "lacO2" "minus35cons" "minus10_12A" "lacO1" "Induced" 1.29038870687579 "No"
"532" "DISTAL-lacO1-29-minus35cons-lacO1_core-minus10cons" "DISTAL" "lacO1" "minus35cons" "minus10cons" "lacO1" "Induced" 57.2454506831337 "No"
"533" "DISTAL-lacO3-29-minus35cons-lacO2_core-minus10cons" "DISTAL" "lacO3" "minus35cons" "minus10cons" "lacO2" "Induced" 29.6034751134766 "No"
"534" "DISTAL-lacO1-29-minus35_31A_32C-lacO3_core-minus10cons" "DISTAL" "lacO1" "minus35_31A_32C" "minus10cons" "lacO3" "Induced" 6.39781022260073 "No"
"535" "DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10_7A" "DISTAL" "lacOscram" "minus35cons" "minus10_7A" "lacOscram" "Induced" 11.2428709556638 "No"
"536" "DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_12A" "DISTAL" "lacO2" "minus35cons" "minus10_12A" "lacOscram" "Induced" 10.4029289105047 "No"
"537" "DISTAL-lacO3-29-minus35_33T-lacO2_core-minus10cons" "DISTAL" "lacO3" "minus35_33T" "minus10cons" "lacO2" "Induced" 3.36954322195611 "No"
"538" "DISTAL-lacO3-29-minus35_31A_32C-lacO3_core-minus10cons" "DISTAL" "lacO3" "minus35_31A_32C" "minus10cons" "lacO3" "Induced" 2.11952716447234 "No"
"539" "DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_12G" "DISTAL" "lacO3" "minus35cons" "minus10_12G" "lacO2" "Induced" 11.7208154085995 "No"
"540" "DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10cons" "DISTAL" "lacO1" "minus35cons" "minus10cons" "lacOscram" "Induced" 20.9020533162658 "No"
"541" "DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_12G" "DISTAL" "lacO1" "minus35cons" "minus10_12G" "lacO1" "Induced" 9.46183089938918 "No"
"542" "DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_12A" "DISTAL" "lacO3" "minus35cons" "minus10_12A" "lacO3" "Induced" 0.890228967949889 "No"
"543" "DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10_7A" "DISTAL" "lacO2" "minus35cons" "minus10_7A" "lacOsym" "Induced" 0.826281889744882 "Yes"
"544" "DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_12G" "DISTAL" "lacOsym" "minus35cons" "minus10_12G" "lacO1" "Induced" 13.2015783085237 "No"
"545" "DISTAL-lacOscram-29-minus35_33T-lacOscram_core-minus10cons" "DISTAL" "lacOscram" "minus35_33T" "minus10cons" "lacOscram" "Induced" 4.28019041779439 "No"
"546" "DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10cons" "DISTAL" "lacOscram" "minus35cons" "minus10cons" "lacO3" "Induced" 31.2764790321253 "No"
"547" "DISTAL-lacO2-29-minus35cons-lacO1_core-minus10cons" "DISTAL" "lacO2" "minus35cons" "minus10cons" "lacO1" "Induced" 127.594662921597 "No"
"548" "DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10_12G" "DISTAL" "lacO3" "minus35cons" "minus10_12G" "lacOsym" "Induced" 5.74885096376528 "Yes"
"549" "DISTAL-lacOscram-29-minus35_31A_32C-lacOsym_core-minus10cons" "DISTAL" "lacOscram" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 6.89397969437149 "Yes"
"550" "DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_7A" "DISTAL" "lacO1" "minus35cons" "minus10_7A" "lacO2" "Induced" 3.29634518280997 "No"
"551" "DISTAL-lacO1-29-minus35_31A_32C-lacOsym_core-minus10cons" "DISTAL" "lacO1" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 11.2775741046887 "Yes"
"552" "DISTAL-lacOscram-29-minus35_31A_32C-lacO2_core-minus10cons" "DISTAL" "lacOscram" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 23.4664113277086 "No"
"553" "DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_12A" "DISTAL" "lacO3" "minus35cons" "minus10_12A" "lacO2" "Induced" 5.04363658826253 "No"
"554" "DISTAL-lacOsym-29-minus35_31A_32C-lacO3_core-minus10cons" "DISTAL" "lacOsym" "minus35_31A_32C" "minus10cons" "lacO3" "Induced" 4.77626716906679 "No"
"555" "DISTAL-lacO3-29-minus35cons-lacO1_core-minus10cons" "DISTAL" "lacO3" "minus35cons" "minus10cons" "lacO1" "Induced" 34.0389813754939 "No"
"556" "DISTAL-lacO2-29-minus35cons-lacO2_core-minus10_12A" "DISTAL" "lacO2" "minus35cons" "minus10_12A" "lacO2" "Induced" 2.04753815401759 "No"
"557" "DISTAL-lacOsym-29-minus35_31A_32C-lacO1_core-minus10cons" "DISTAL" "lacOsym" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 14.1670128411125 "No"
"558" "DISTAL-lacO2-29-minus35_30C_33T-lacO1_core-minus10cons" "DISTAL" "lacO2" "minus35_30C_33T" "minus10cons" "lacO1" "Induced" 1.11098903421967 "No"
"559" "DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_12A" "DISTAL" "lacO3" "minus35cons" "minus10_12A" "lacO1" "Induced" 1.09633826731642 "No"
"560" "DISTAL-lacO1-29-minus35cons-lacOsym_core-minus10_12G" "DISTAL" "lacO1" "minus35cons" "minus10_12G" "lacOsym" "Induced" 10.1597020075645 "Yes"
"561" "DISTAL-lacO2-29-minus35_33T-lacO3_core-minus10cons" "DISTAL" "lacO2" "minus35_33T" "minus10cons" "lacO3" "Induced" 1.1989401954767 "No"
"562" "DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_7A" "DISTAL" "lacOsym" "minus35cons" "minus10_7A" "lacO1" "Induced" 1.33947380854688 "No"
"563" "DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12G" "DISTAL" "lacOscram" "minus35cons" "minus10_12G" "lacOsym" "Induced" 15.5306093051256 "Yes"
"564" "DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_12G" "DISTAL" "lacO1" "minus35cons" "minus10_12G" "lacOscram" "Induced" 21.4181034310397 "No"
"565" "DISTAL-lacOsym-29-minus35_31A_32C-lacOsym_core-minus10cons" "DISTAL" "lacOsym" "minus35_31A_32C" "minus10cons" "lacOsym" "Induced" 7.90509298998569 "Yes"
"566" "DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_12G" "DISTAL" "lacO3" "minus35cons" "minus10_12G" "lacO1" "Induced" 9.91689925644893 "No"
"567" "DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10cons" "DISTAL" "lacOscram" "minus35cons" "minus10cons" "lacOsym" "Induced" 63.7968829239057 "Yes"
"568" "DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10_7A" "DISTAL" "lacOsym" "minus35cons" "minus10_7A" "lacO2" "Induced" 4.04460919155852 "No"
"569" "DISTAL-lacO3-29-minus35_33T-lacO1_core-minus10cons" "DISTAL" "lacO3" "minus35_33T" "minus10cons" "lacO1" "Induced" 3.14987915364789 "No"
"570" "DISTAL-lacOscram-29-minus35_31A_32C-lacO1_core-minus10cons" "DISTAL" "lacOscram" "minus35_31A_32C" "minus10cons" "lacO1" "Induced" 14.6957219360376 "No"
"571" "DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_12G" "DISTAL" "lacO2" "minus35cons" "minus10_12G" "lacO3" "Induced" 2.83855430110019 "No"
"572" "DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10_12G" "DISTAL" "lacOsym" "minus35cons" "minus10_12G" "lacO2" "Induced" 5.03231399603349 "No"
"573" "DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_7A" "DISTAL" "lacO3" "minus35cons" "minus10_7A" "lacO3" "Induced" 2.38795261811819 "No"
"574" "DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_7A" "DISTAL" "lacO1" "minus35cons" "minus10_7A" "lacO3" "Induced" 2.3122746120508 "No"
"575" "DISTAL-lacOsym-29-minus35_30C_33T-lacO3_core-minus10cons" "DISTAL" "lacOsym" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 0.347550020969695 "No"
"576" "DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_12G" "DISTAL" "lacO3" "minus35cons" "minus10_12G" "lacO3" "Induced" 1.21881335795055 "No"
"577" "DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10cons" "DISTAL" "lacOscram" "minus35cons" "minus10cons" "lacO1" "Induced" 35.5302807826134 "No"
"578" "DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_12A" "DISTAL" "lacO2" "minus35cons" "minus10_12A" "lacO3" "Induced" 1.46688034511637 "No"
"579" "DISTAL-lacO2-29-minus35_33T-lacO1_core-minus10cons" "DISTAL" "lacO2" "minus35_33T" "minus10cons" "lacO1" "Induced" 7.53213204703076 "No"
"580" "DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10_12G" "DISTAL" "lacOscram" "minus35cons" "minus10_12G" "lacO1" "Induced" 16.2676702320295 "No"
"581" "DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10cons" "DISTAL" "lacO3" "minus35cons" "minus10cons" "lacOsym" "Induced" 50.1726606931576 "Yes"
"582" "DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_7A" "DISTAL" "lacO1" "minus35cons" "minus10_7A" "lacO1" "Induced" 1.75714061039627 "No"
"583" "DISTAL-lacO3-29-minus35_31A_32C-lacOscram_core-minus10cons" "DISTAL" "lacO3" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 30.5268877854761 "No"
"584" "DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_7A" "DISTAL" "lacO2" "minus35cons" "minus10_7A" "lacO1" "Induced" 2.38228951942001 "No"
"585" "DISTAL-lacOscram-29-minus35_31A_32C-lacOscram_core-minus10cons" "DISTAL" "lacOscram" "minus35_31A_32C" "minus10cons" "lacOscram" "Induced" 27.6659029766865 "No"
"586" "DISTAL-lacO3-29-minus35_31A_32C-lacO2_core-minus10cons" "DISTAL" "lacO3" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 24.1701968623292 "No"
"587" "DISTAL-lacO2-29-minus35cons-lacO3_core-minus10cons" "DISTAL" "lacO2" "minus35cons" "minus10cons" "lacO3" "Induced" 50.7900136699096 "No"
"588" "DISTAL-lacO1-29-minus35_31A_32C-lacO2_core-minus10cons" "DISTAL" "lacO1" "minus35_31A_32C" "minus10cons" "lacO2" "Induced" 5.79416723010779 "No"
"589" "DISTAL-lacO3-29-minus35_30C_33T-lacO3_core-minus10cons" "DISTAL" "lacO3" "minus35_30C_33T" "minus10cons" "lacO3" "Induced" 0.78575847275062 "No"
"590" "DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_12A" "DISTAL" "lacO1" "minus35cons" "minus10_12A" "lacOscram" "Induced" 13.1922819547021 "No"
"591" "DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_7A" "DISTAL" "lacO3" "minus35cons" "minus10_7A" "lacO2" "Induced" 1.24784240303153 "No"
"592" "DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_12A" "DISTAL" "lacO1" "minus35cons" "minus10_12A" "lacO3" "Induced" 1.02214447196412 "No"
"593" "DISTAL-lacO1-29-minus35_33T-lacO1_core-minus10cons" "DISTAL" "lacO1" "minus35_33T" "minus10cons" "lacO1" "Induced" 5.15228110059178 "No"
"594" "DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_12A" "DISTAL" "lacOsym" "minus35cons" "minus10_12A" "lacOsym" "Induced" 1.55305319302959 "Yes"
"595" "DISTAL-lacOscram-29-minus35_33T-lacO3_core-minus10cons" "DISTAL" "lacOscram" "minus35_33T" "minus10cons" "lacO3" "Induced" 4.76955659454775 "No"
"596" "DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10_12G" "DISTAL" "lacOscram" "minus35cons" "minus10_12G" "lacOscram" "Induced" 28.0402775869333 "No"
"597" "DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10_12A" "DISTAL" "lacOsym" "minus35cons" "minus10_12A" "lacO3" "Induced" 1.78074427766317 "No"
"598" "DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_12G" "DISTAL" "lacO3" "minus35cons" "minus10_12G" "lacOscram" "Induced" 19.8967627318094 "No"
"599" "DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10cons" "DISTAL" "lacO2" "minus35cons" "minus10cons" "lacOsym" "Induced" 16.9163627449543 "Yes"
"600" "DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10_12A" "DISTAL" "lacOscram" "minus35cons" "minus10_12A" "lacO1" "Induced" 6.2471387813798 "No"
"601" "DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_12A" "DISTAL" "lacO1" "minus35cons" "minus10_12A" "lacO1" "Induced" 2.87046381665577 "No"
"602" "DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_7A" "DISTAL" "lacOscram" "minus35cons" "minus10_7A" "lacO2" "Induced" 2.83716940264478 "No"
"603" "DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_12G" "DISTAL" "lacOsym" "minus35cons" "minus10_12G" "lacOsym" "Induced" 3.36451674758788 "Yes"
"604" "DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_12G" "DISTAL" "lacOscram" "minus35cons" "minus10_12G" "lacO2" "Induced" 14.0548215408091 "No"
"605" "DISTAL-lacO1-29-minus35_30C_33T-lacOscram_core-minus10cons" "DISTAL" "lacO1" "minus35_30C_33T" "minus10cons" "lacOscram" "Induced" 1.71543816168233 "No"
"606" "DISTAL-lacO3-29-minus35cons-lacO3_core-minus10cons" "DISTAL" "lacO3" "minus35cons" "minus10cons" "lacO3" "Induced" 22.5011519880049 "No"
"607" "DISTAL-lacO1-29-minus35cons-lacO2_core-minus10cons" "DISTAL" "lacO1" "minus35cons" "minus10cons" "lacO2" "Induced" 45.917113044048 "No"
"608" "DISTAL-lacOscram-29-minus35_33T-lacO1_core-minus10cons" "DISTAL" "lacOscram" "minus35_33T" "minus10cons" "lacO1" "Induced" 3.35653658437592 "No"
"609" "DISTAL-lacO3-29-minus35_33T-lacOscram_core-minus10cons" "DISTAL" "lacO3" "minus35_33T" "minus10cons" "lacOscram" "Induced" 9.33962808975994 "No"
"610" "DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12A" "DISTAL" "lacOscram" "minus35cons" "minus10_12A" "lacOsym" "Induced" 2.29802681256925 "Yes"
